city,lat,long,state,content
明石市,34.65,135,本州,明石市位於日本的城市明石市是位於日本兵庫縣南部瀕臨明石海峽的城市，現為中核市。轄區為東西向狹長形，緊鄰瀨戶內海播磨灘，南部隔海為淡路島，自古即為阪神與播磨、淡路、四國往來的交通要衝，在明石海峽大橋通車前，為明石淡路渡輪的出發港口。
福島市,37.76667,140.46667,本州,福島市位於日本的城市福島市是日本東北地方福島縣中北部的一個城市，福島縣縣廳所在地。福島市內人口位於縣內第三位，僅次於磐城市和郡山市。以福島市為中心的福島都市圈人口有41萬，僅次於郡山都市圈位居縣內第二位。於2008年7月1日將鄰近的飯野町併入。
下關市,33.95,130.93333,本州,下關市位於日本的城市下關市是位於日本山口縣的城市，為本州最西端的都市，是中日關係史中著名的馬關條約簽署地點。轄區西側為日本海，東南側為瀨戶內海周防灘，南側以關門海峽與九州相隔；主要市區位於關門海峽北岸的下關港周邊，與海峽對岸的北九州市之間有關門鐵路隧道、關門國道隧道、關門橋可以往來，兩地也因此共同形成關門都市圈。
市原市,35.5,140.11667,本州,五井站前店- 日本租車首選ORIXhttps://car.orix.co.jp › shops千葉縣市原市五井中央東1－11－21. 電話號碼. 0436-23-8181. 營業時間 ... 適用於 五井站前店的特惠活動. 【早鳥預約31】北海道・本州・四國春初夏的租車.
茨木市,34.81639,135.56861,本州,茨木市位於日本的都市茨木市是位在大阪府的北部北攝地區的行政區劃，處在大阪市與京都市兩個大都市的中間，為大阪市的衛星城市的特徵，現為施行時特例市。轄區呈南北細長形，安威川自北往南貫穿整個轄區，北部屬於丹波高地，大多是山區，而南方屬於近畿平原，主要市區也位於南方的平原區域，自主要市區到大阪市內的梅田僅需約15分鐘。
鶴見區,35.50833,139.6825,本州,"查看以下內容的搜尋結果：鶴見區 (橫濱市)人口： 27.04 萬 (2010 年 2 月)都/道/府/縣： 神奈川縣鶴見區 (大阪市)人口： 11.18 萬 (2012 年 11 月 1 日)
佔地面積： 8.16 平方公里"
加古川市,34.75,134.83333,本州,查看以下內容的搜尋結果：加古川市 (位於日本的城市)市長： 岡田康裕大學： Hyogo University
豐島區,35.7325,139.71528,本州,豐島區東京都特別區豐島區是日本東京都內23個特別區之一，位在舊東京市的區域內西北角一帶。其命名由來源自日本政府進行「廢藩置縣」之前，武藏國豐島郡的古名，當東京市在進行行政區域擴大時，四個原屬北豐島郡的町被合併劃入東京市的範圍之內，而賦予豐島區的命名。豐島區是一個人口密度高，且集時尚與傳統、年輕與老年於一體、富有個性的區域。
福井市,36.06667,136.21667,本州,福井市位於日本的城市福井市位於日本福井縣中部的城市，也是縣內最主要的城市兼縣廳所在地，現為中核市。轄區東部為兩白山地，西部為丹生山地，並與日本海接鄰，中部為福井平原，九頭龍川為市內最主要的河川，其兩條主要支流日野川和足羽川也在轄內匯入九頭龍川。
水戶市,36.36667,140.46667,本州,"水戶市位於日本的城市水戶市是日本茨城縣中部的城市，也是茨城縣的縣府所在地，位於關東地方東北部，人口約26萬人。昔日是東茨城郡，目前是中核市。該市是水戶德川家的發源地，以水戶黃門而聞名。市內偕樂園以梅花而聞名。明治時代以後，該市的納豆消費與生產都很旺盛，水戶納豆成為該市的名產。
水戶都市圈的人口約有66萬人。"
平塚市,35.31667,139.35,本州,平塚市平塚市位於日本神奈川縣中南部、面對相模灣，為施行時特例市。
府中市,35.66889,139.47778,本州,"查看以下內容的搜尋結果：府中市 (廣島縣)人口： 4.393 萬 (2011 年 5 月 1 日)天氣： 29°C；風向與風速：西北 3 公里/時；濕度：82%府中市 (東京都)大學： 東京外國語大學和東京農工大學
人口： 26.03 萬 (2015 年)"
山形市,38.25,140.33333,本州,山形市位於日本的都市山形市是位於日本山形縣中部偏東的一個都市，同時是山形縣的縣廳所在地及人口最多都市，也是管轄村山地方的村山綜合支廳辦公室所在地。山形市是山形都市圈的中心城市，自2019年4月1日起為中核市。山形市自最上氏在此修築山形城之後發展為一大城下町。
富士市,35.16667,138.68333,本州,富士市位於日本的城市富士市是靜岡縣東部的城市，施行時特例市。人口數居於靜岡縣內第三位。也是富士都市圈的行政、商業、工業中心。日本製紙、王子製紙等很多造紙工廠都設立於此，在戰後的經濟高度成長期，很多造紙工廠將廢水傾倒入海中，加上空氣污染，引發嚴重的社會問題。
清水區,35.01583,138.48972,本州,"清水區日本清水區為2005年4月1日靜岡市成為政令指定都市後設立的行政區之一。面積相當於舊清水市全境與舊蒲原町、由比町。面積265.62平方公里，總人口242,731人。為動漫作品《櫻桃小丸子》的故事舞臺。是知名的港灣都市。"
松本市,36.23333,137.96667,本州,松本市位於日本的城市松本市是日本長野縣中部中信地方的城市，也是長野縣人口第二多城市。松本市是一座以國寶松本城為中心的城下町，是施行時特例市和國際會議觀光都市。松本市在歷史上多次幸運地免於戰火摧殘，得以保留舊開智學校等歷史建築。松本市十分重視文化和教育，加上豐富的觀光資源，得以被選入國際會議觀光都市。
吳市,34.25,132.56667,本州,查看以下內容的搜尋結果：吳市 (位於日本的都市)都/道/府/縣： 廣島縣大學： 廣島文化學園大學和海上保安大學校
寢屋川市,34.76667,135.63333,本州,寢屋川市位於日本的城市寢屋川市是位於日本大阪府東北部淀川左岸的城市，屬於大阪府北河內地區，距離大阪市市中心約15公里。現為中核市。轄區西部靠近淀川一側為平原，海拔高度僅2至3公尺，東半部則為延伸自生駒山地的丘陵地，
茅崎市,35.33333,139.4,本州,茅崎市位於日本的都市茅崎市位於日本神奈川縣中南部、從東京中心約60千米、面對相模灣、湘南地方中心的都市。施行時特例市之一。
春日部市,35.98333,139.75,本州,春日部市位於日本的城市春日部市是日本關東地方南部，埼玉縣東部的城市。與相鄰的越谷市一起被定為彩之國中核都市和業務核都市。往東京都特別區部的通勤率達21.1%，往埼玉市的通勤率為10.3%。日本愛知縣還有一個春日井市，但與該市無必然關係。
八戶市,40.5,141.48333,本州,八戶市位於日本的城市八戶市是位於日本青森縣東南方，面臨太平洋的一個中核市，僅次於青森市的第二大城市。八戶市是青森縣南部地區的中心都市，以此作為生活中心的八戶都市圈其人口大約有33萬人。若將鄰近的岩手縣東北部亦包括在這商圈之內，其人口則是東北地方少有的60萬人。
港區,35.65806,139.75167,本州,查看以下內容的搜尋結果：港區 (東京都特別區)人口： 24.31 萬 (2015 年 7 月 1 日)大學： 慶應義塾大學、明治學院大學、北里大學和東京海洋大學
上尾市,35.98333,139.6,本州,上尾市上尾市是埼玉縣中東部的一個人口約22萬的市。江戶時代時在此設有中山道的一個宿場上尾宿。
調布市,35.65056,139.54056,本州,"調布市調布市，日本東京都多摩地區東部行政區。南與神奈川縣接壤。多摩川流經該市。市區面積21.53km²。兩支日本職業足球聯賽球會—FC東京及東京綠茵的主場位於調布市，兩隊同時共用東京體育場為球隊主場。
調布市有時會與東京的高級住宅區田園調布混淆，但事實上田園調布是位於大田區。
往東京都特別區部的通勤率達41.4%。"
厚木市,35.43333,139.36667,本州,厚木市位於日本的都市厚木市位於日本神奈川縣中心的都市，且是一個施行時特例市。
寶塚市,34.8,135.36667,本州,寶塚市位於日本的城市寶塚市是位於日本兵庫縣東南部的城市，現為施行時特例市。知名的寶塚歌劇團發祥於此，其的主要據點寶塚大劇場也座落於該市。轄區西部位於六甲山系，北部為長尾山系，主要市區位於南部，武庫川由兩山系間通過後貫穿市中心。
太田市,36.28333,139.38333,本州,查看以下內容的搜尋結果：太田市 (位於日本的城市)市長： 清水聖義大學： Kanto Gakuen University和群馬松嶺福祉短期大學常陸太田市常陸太田市是位於茨城縣東北部的一個人口約6萬人的市。
筑波市,36.03333,140.06667,本州,筑波市位於日本的都市筑波市是位於日本茨城縣南部的都市，以坐落於此的筑波科學城為人熟知，集中了筑波大學、產業技術綜合研究所、國土地理院等多個學術與研究機構。目前亦獲日本政府指定為業務核都市與國際會議觀光都市。
伊勢崎市,36.31667,139.2,本州,伊勢崎市位於日本的城市伊勢崎市是群馬縣南部的城市。在2005年1月1日進行市町村合併後人口突破了20萬人，現為施行時特例市。該市也是群馬縣內少數的幾個人口仍在增加的城市。
上越市,37.15,138.23333,本州,上越市位於日本的城市上越市是位於日本新潟縣西部的市，為新潟縣第三大城市，也是上越地方的中心都市。目前是施行時特例市。其東距新潟市有133公里，西距金澤市有192公里。上越市成立於1971年4月，係由高田市和直江津市兩市合併而成。2005年1月1日將周邊13町村併入，使得轄區範圍擴大4倍，超過佐渡島的總面積。
岸和田市,34.46667,135.36667,本州,岸和田市位於日本的城市岸和田市是位於日本大阪府南部的城市，現為施行時特例市；西部靠大阪灣，沿岸為以填海地為主的工業區，東部區域為和泉山脈，主要產業為紡織工業，本地的知名代表慶典為岸和田山車祭。居住於岸和田市擁有永久居留權的外國人，只要年滿18歲，在日本國內居住滿三年以上，並在岸和田市居住超過三個月，即可擁有投票權。
山口市,34.18333,131.46667,本州,山口市位於日本的城市山口市是位於日本山口縣中部的城市，亦是山口縣的縣廳所在地；面積為山口縣內最大，南臨瀨戶內海，北接島根縣，主要市區位於南部，全市人口數為山口縣內第二多，次於下關市。
沼津市,35.1,138.86667,本州,沼津市位於日本的都市沼津市，是位於日本靜岡縣東部的市。於1923年7月1日成立。是靜岡縣東部的中心都市。沼津市也是沼津都市圈的中心。觀光業發達。
鈴鹿市,34.88333,136.58333,本州,鈴鹿市位於日本的城市鈴鹿市是位於日本三重縣北部的城市。轄區東臨伊勢灣，東半部位於伊勢平原，西半部則屬於鈴鹿山脈的山區。
甲府市,35.66667,138.56667,本州,甲府市日本城鎮甲府市是日本山梨縣的縣廳所在地，地處山間甲府盆地之中，市區地勢平坦，並包含南北方的山區，外形南北狹長，建立於公元1519年，也是日本戰國時代大名武田氏的根據地過去即為甲斐國國府，市名來自[甲斐府中]的簡稱。現為中核市。
西東京市,35.73333,139.53333,本州,"西東京市西東京市是位於日本東京都多摩地方的市，成立於2001年1月21日，由田無市和保谷市合併而成，為21世紀日本最早設立的市。市區面積15.85平方公里，合併時人口有179,710人。人口密度超過每平方公里12,000人。"
小田原市,35.25,139.15,本州,小田原市位於日本的城市小田原市位於日本神奈川縣西部的一個城市，現為施行時特例市。設市前屬足柄下郡。
