state,city,lat,lng,intro
北海道,江別市,43.1039,141.5361,江別市（日语：江別市／えべつし Ebetsu shi ）是北海道石狩振興局東部的一個城市，位於札幌市東側，為札幌的住宅城市，因此過去人口曾經快速成長，但近年人口已轉為減少。現在是北海道人口第9多的城市。名稱源自阿伊努語的「e-petke」（兔唇）或「yupe-ot」（鱘魚很多）或是「i-put」（村子的入口）。
北海道,赤平市,43.5581,142.0442,赤平市（日语：赤平市／あかびらし Akabira shi ）是位于日本北海道中部的城市，屬空知綜合振興局，主要市區主要位於空知川（日语：空知川）流域，除空知川沿岸區域外接為山區。
北海道,紋別市,44.3564,143.3542,紋別市（日语：紋別市／もんべつし Monbetsu shi ）為位於日本北海道鄂霍次克綜合振興局北部的城市，北側面鄂霍次克海，冬季時岸邊會有流冰，南部為台地。名稱源自阿伊努語的「mo-pet」，意思為安靜的河。 
北海道,士別市,44.1786,142.4006,士別市（日语：士別市／しべつし Shibetsu shi ）為北海道上川綜合振興局的城市。位於名寄盆地的南部，天鹽川與劍淵川的會合處附近，東部為北見山地，西部為天鹽山地。境內東部的岩尾內湖為天鹽川的起源。
北海道,名寄市,44.3558,142.4633,名寄市（日语：名寄市／なよろし Nayoro shi ）是位於北海道上川綜合振興局北部名寄盆地中央的城市，天鹽川和名寄川在此合流。
北海道,三笠市,43.2458,141.8756,三笠市（日语：三笠市／みかさし Mikasa shi ）是位於日本北海道中部，空知綜合振興局的一個城市，特產包括三笠哈密瓜、三笠西瓜、三笠洋蔥和梅；轄區內的三笠市立博物館為全日本收藏菊石化石最多的博物館。過去曾經因為開採煤礦而繁榮，不過隨著煤礦產業的沒落，人口也開始減少，現已成為全日本人口第三少的城市，人口數僅多於歌志內市與夕張市。
北海道,瀧川市,43.5578,141.9106,瀧川市（日语：滝川市／たきかわし Takikawa shi ）是北海道空知綜合振興局轄下的一個城市。位於石狩平原的北部，石狩川和空知川匯流處。
北海道,砂川市,43.49483,141.9034,砂川市（日语：砂川市／すながわし Sunagawa shi ）是位於北海道空知綜合振興局轄下的一個城市；市民平均可利用公園面積是全日本最大的城市。
北海道,歌志內市,43.5214,142.0344,"歌志內市（日语：歌志内市／うたしないし Utashinai shi ）是位於北海道中部空知綜合振興局轄下的一個城市。過去曾經因煤礦的開採而繁榮，在1948年時，人口最多時曾經達到46,000人；但在煤礦產業衰退之後人口隨之開始減少，目前是全日本人口最少的城市，人口僅三千餘人，連北海道升格為町的5,000人門檻都不足。"
北海道,深川市,43.7233,142.0536,深川市（日语：深川市／ふかがわし Fukagawa shi ）是位於北海道空知綜合振興局北空知地區的主要城市，是空知北部的交通中心，有許多鐵路和公路在此交會。該市蕎麥的種植面積是全日本第二。[2]
北海道,富良野市,43.3419,142.3833,富良野市（日语：富良野市／ふらのし Furano shi ）是日本北海道上川綜合振興局轄區內南部的一個城市，是北海道內知名的觀光城市。曾經為日劇《來自北國》（北の国から）的故事地點。
北海道,登別市,42.4128,141.1067,登別市（日语：登別市／のぼりべつし Noboribetsu shi ）為日本北海道膽振綜合振興局的城市，屬於室蘭市的衛星城市，轄區內西南部的工業區屬於室蘭市週邊工業區。市內的登別溫泉和カルルス溫泉為著名的旅遊勝地。
北海道,惠庭市,42.88256,141.5777,惠庭市（日语：恵庭市／えにわし Eniwa shi ）是位于北海道石狩振興局南部的一個城市，由於鄰近札幌市，成為札幌市的住宅城市。由於日本自衛隊在惠庭市的西部山區和平原設有演習場，因此有許多自衛隊相關人員居住於此。
北海道,伊達市 (北海道),42.4719,140.8647,伊達市（日语：伊達市／だてし Date shi ）是日本北海道膽振綜合振興局西部的城市，臨內浦灣。成立於2006年1月1日的福島縣伊達市同樣名為伊達市，繼府中市後，成為日本第二組名稱重複的城市。
北海道,北廣島市,42.98569,141.5636,北廣島市（日语：北広島市／きたひろしまし Kitahiroshima shi ）位於北海道石狩振興局東南部。緊鄰札幌市東南側。原本是農村，隨著札幌的開發，成為札幌的通勤城鎮。
北海道,石狩市,43.1783,141.3067,石狩市（日语：石狩市／いしかりし Ishikari shi ）是位于北海道石狩振興局北部的一個城市。
北海道,北斗市,41.8242,140.6531,北斗市（日语：北斗市／ほくとし Hokuto shi ）是位于北海道渡島綜合振興局中部的城市，是北海道最早栽種水稻的地區，轄區東南部以平原為主，西部是山區地形，南側面對函館灣。於2006年2月1日由上磯郡上磯町和龜田郡大野町合併成立，是渡島支廳第二個誕生的城市，人口在廳內僅次於函館市。
青森县,弘前市,40.6031,140.4642,弘前市（日语：弘前市／ひろさきし Hirosaki shi ）位於日本青森縣的西部，現在是津輕地方的中心都市。過去曾是弘前藩的城下町，因此當時發展已較其他地方發達。目前已與周邊的自治體形成了有33萬人口的弘前都市圈，為青森縣的第三大城。
青森县,青森市,40.8222,140.7475,青森市（日语：青森市／あおもりし Aomori shi ），是日本本州岛北部青森县的縣廳所在地，現為中核市之一，临津轻海峡，是本州岛最北端縣廳所在地。
青森县,八戶市,40.5122,141.4883,八戶市（日语：八戸市／はちのへし Hachinohe shi ）是位於日本青森縣東南方，面臨太平洋的一個中核市，僅次於青森市的第二大城市。
青森县,黑石市,40.6428,140.5944,黑石市（日语：黒石市／くろいしし）為一位於日本青森縣及十和田八幡平國立公園西面入口的城市。
青森县,五所川原市,40.8081,140.44,五所川原市（日语：五所川原市／ごしょがわらし Goshogawara shi ）是一座位於青森縣的城市。
青森县,十和田市,40.6128,141.2058,十和田市（日语：十和田市／とわだし Towada shi ）是一座位於日本青森縣東南部內陸地區的城市。
青森县,三泽市,40.6833,141.3689,三澤市（日语：三沢市／みさわし Misawa shi ）為日本青森縣的一個城市。駐日美軍在此設有三澤空軍基地，在該市居住了約一萬名美軍與其眷屬。詩人寺山修司的故鄉位于本市。
青森县,陆奥市,41.2931,141.1831,"陸奧市（日语：むつ市／むつし Mutsu shi ）是一座位于青森縣下北半島的城市，面向陸奧灣及津輕海峽。在2005年經過市町村合併后成為青森縣內面積最大的市。約占去青森縣面積的11%。該市是日本最早的以平假名命名的城市，也是下北地方的中心城市，與周圍的自治體形成約75,000人口的陸奧都市圈。不過，現在人口有減少的傾向，主要原因為舊大畑町、舊川內町及舊脇野澤村的人口不斷外移，而舊陸奧市的人口亦出現流失狀態。"
青森县,津輕市,40.8089,140.38,津輕市（日语：つがる市／つがるし Tsugaru shi ）為日本青森內的一個城市。誕生於2005年（平成17年）2月11日，由木造町、森田村、柏村、稻垣村、車力村1町4村合併而成的新城市。為青森縣內除陸奧市外，另一以平假名命名的城市。
青森县,平川市,40.5842,140.5664,平川市（日语：平川市／ひらかわし Hirakawa shi ）是一個位於青森縣津輕地方的城市。成立於2006年（平成18年）1月1日，由南津輕郡尾上町、平賀町、碇關村合併誕生。市名來自於岩木川的支流平川。當初本來是打算由弘前市、黑石市、岩木町、相馬村、西目屋村、藤崎町、大鰐町、尾上町、平賀町、常盤村、田舍館村、碇關村合併成新「弘前市」，但由于合併方式、新市名、議員數的糾紛而導致合併協議破裂，最終決定由尾上町、平賀町、碇關村合併為現在的平川市。
岩手县,釜石市,39.2758,141.8856,釜石市（日语：釜石市／かまいしし Kamaishi shi ）是日本岩手縣東南部的一市。旧上閉伊郡、氣仙郡。該城市為日本近代鋼鐵工業發展的重要城市，極盛期曾達到9萬人口，但在鋼鐵廠关闭後，人口回落至今。於2011年3月11日發生的大地震中，因受海嘯襲擊，部分地區被水淹沒。
岩手县,宮古市,39.6414,141.9572,宮古市（日语：宮古市／みやこし Miyako shi ）為東北地方北部，岩手縣三陸海岸的都市，舊為東閉伊郡（日语：東閉伊郡）。於2011年3月11日發生的大地震中，因受海嘯襲擊，部分地區被水淹沒。
岩手县,一关市,38.93472,141.1265,一關市（日语：一関市／いちのせきし Ichinoseki shi ）是日本本州東北部岩手縣城市。位在北上平原（日语：北上平野）南端，磐井川（日语：磐井川）與北上川匯合處。與宮城縣栗原市相鄰。為岩手縣內人口僅次於盛岡市的內陸都市，四周被山地所環繞。
岩手县,大船渡市,39.0822,141.7083,大船渡市（日语：大船渡市／おおふなとし Ōfunato shi ）是位于岩手縣南部海岸的一市。是岩手縣沿岸南部地区的中心都市。
岩手县,花卷市,39.3886,141.1167,花卷市（日语：花巻市／はなまきし Hanamaki shi ）為岩手縣位于中西部的市。市域西部為花卷溫泉鄉（日语：花巻温泉郷），與北上市形成岩手縣內人口第二多的北上都市圈（日语：北上都市圏）。為宮澤賢治的誕生地。現任市長為大石滿雄。
岩手县,北上市,39.2867,141.1131,北上市（日语：北上市／きたかみし Kitakami shi ）是日本岩手縣西南部的城市，位於北上盆地（日语：北上盆地）的中央。1954年由黑澤尻町、飯豐村、二子村、更木村、鬼柳村、相去村及福岡村（日语：福岡村 (岩手県)）合併設立北上市，1991年和賀町、江釣子村併入，成為了今天的北上市。
岩手县,久慈市,40.1903,141.7753,久慈市（日语：久慈市／くじし Kuji shi ）是位於日本岩手縣北部的市，東面瀕臨太平洋。
岩手县,远野市,39.3275,141.5336,遠野市（日语：遠野市／とおのし Tōno shi ）是位於日本岩手縣的內陸城市。最為有名是關於河童和座敷童子的遠野民話。縣內第二高峰早池峰山的一部分亦歸本市管轄。
岩手县,陆前高田市,39.0153,141.6294,陸前高田市（日语：陸前高田市／りくぜんたかたし Rikuzentakata shi ）是日本岩手縣東南部的一個城市。1955年1月1日設立。鄰接縣內大船渡市、一關市、住田町、及宮城縣氣仙沼市。
岩手县,二戶市,40.2711,141.3047,二戶市（日语：二戸市／にのへし Ninohe shi ）是位于岩手縣内陸部北端的一市。
岩手县,八幡平市,39.9264,141.0953,八幡平市（日语：八幡平市／はちまんたいし Hachimantai shi ）是位于岩手縣西北部的一市。設立于2005年（平成17年）9月1日，由岩手郡西根町（日语：西根町）、同郡松尾村（日语：松尾村 (岩手県)）、同郡安代町（日语：安代町）合併誕生。
岩手县,奧州市,39.1444,141.1389,奧州市（日语：奥州市／おうしゅうし Ōshū shi ）是位於日本岩手縣的市，地處東北地方中部、岩手縣西南部、胆澤平原，為縣內人口第二多的主要都市。
岩手县,瀧澤市,39.7347,141.0769,瀧澤市（日语：滝沢市／たきざわし Takizawa shi ）是岩手縣中部的一市。2014年（平成26年）1月1日，施行市制。
宫城县,仙台市,38.2683,140.8694,仙台市（日语：仙台市／せんだいし Sendai shi ，舊字體：仙臺市）是日本宮城縣縣治，位於宮城縣中部，為政令指定都市，同時也是東北地方最大的城市。該市得名於古稱千代城的古城「仙台城」，於1600年由安土桃山時代名將伊達政宗擴建並改名為同音的仙台。由於全市綠化比例高，而有“杜之都”（森林之都）之譽。
宫城县,石卷市,38.4281,141.3061,石卷市（日语：石巻市／いしのまきし Ishinomaki shi ）是位于宮城縣東部的一市。為宮城縣內人口第二大城市。
宫城县,盐灶市,38.3144,141.0222,鹽竈市（日语：塩竈市／しおがまし Shiogama shi ），俗作「鹽釜市」（塩釜市），是日本宮城縣的一個市級次行政區，位于太平洋沿岸的仙台灣（日语：仙台湾）內、宮城縣的中央。該市是宮城縣內的市町村中人口密度最高的一個城市。
宫城县,大崎市,38.5772,140.9556,大崎市（日语：大崎市／おおさきし Ōsaki shi ）是位于宮城縣西北部，屬大崎地方的一市。設立于2006年3月31日，由古川市、遠田郡田尻町、志田郡三本木町・松山町・鹿島台町、玉造郡岩出山町・鳴子町1市6町新設合併誕生。是宮城縣內人口僅次于仙台市、石卷市的第三大城市，面積僅次于接壤的栗原市位居第2。
宫城县,氣仙沼市,38.9083,141.57,氣仙沼市（日语：気仙沼市／けせんぬまし Kesennuma shi ）是位於日本宮城縣東北端、太平洋沿岸三陸海岸的一個市，以盛產魚翅而聞名。也是日本最早倡議“慢食”的城市。
宫城县,白石市,38.0022,140.6197,白石市（日语：白石市／しろいしし Shiroishi shi ）是宮城縣最南端的一市。面積28647平方公里，總人口39121人。
宫城县,名取市,38.1717,140.8919,"名取市（日语：名取市／なとりし Natori shi ）為一宮城縣中央地區的市，位于仙台市東南方。仙台機場位于該市。面積10006平方公里，總人口68,900人。現任市長為佐佐木十一郎。"
宫城县,角田市,37.9772,140.7819,角田市（日语：角田市／かくだし Kakuda shi ）是位于宮城縣南部的一市。
宫城县,多賀城市,38.2939,141.0044,多賀城市（日语：多賀城市／たがじょうし Tagajō shi ）是位于宮城縣中部的一市。陸奥國府「多賀城」的所在地。是仙台市的住宅城市中人口僅次于名取市的第二的城，目前人口仍在增加。
宫城县,岩沼市,38.1044,140.87,岩沼市（日语：岩沼市／いわぬまし Iwanuma shi ）是位于東北地方中東部，宮城縣阿武隈川河口的一市。旧為名取郡。
宫城县,栗原市,38.7303,141.0214,栗原市（日语：栗原市／くりはらし Kurihara shi ）是位于宮城縣西北部的一市。
宫城县,登米市,38.6919,141.1878,登米市（日语：登米市／とめし Tome shi ）是位於宮城縣北部，與岩手縣接壤的一市。設立於2005年4月1日，由登米郡8町（迫町、登米町、南方町、東和町、中田町、豐里町、米山町、石越町）與本吉郡津山町合併誕生。
宫城县,東松島市,38.4264,141.2106,東松島市（日语：東松島市／ひがしまつしまし Higashimatsushima shi ）是位于宮城縣中部的一市。設立于2005年4月1日，由桃生郡矢本町、鳴瀨町合併成立。
秋田县,能代市,40.2122,140.0267,"能代市（日语：能代市／のしろし Noshiro shi ）為秋田縣北部面向日本海的一個市。市域面積42674平方公里，總人口63,118人。"
秋田县,橫手市,39.3106,140.5533,"橫手市（日语：横手市／よこてし Yokote shi ）是秋田縣南部的市。2005年（平成17年）10月1日、旧橫手市與旧平鹿郡管轄的增田町、平鹿町、雄物川町、大森町、十文字町、山內村、大雄村合併，新橫手市誕生。橫手市是縣內僅次于秋田市的第二大城市，也是除了秋田市外縣內唯一一個人口多于十萬的城市。市區面積69360平方公里，總人口104,389人。"
秋田县,大館市,40.2717,140.5647,大館市（日语：大館市／おおだてし Ōdate shi ）是位于秋田縣北部的市。
秋田县,男鹿市,39.8867,139.8478,"男鹿市（日语：男鹿市／おがし Oga shi ）是秋田縣西部面向日本海的市。占去了男鹿半島的大半地域。市域面積24080平方公里，總人口34,996人。"
秋田县,湯澤市,39.1644,140.4958,"湯澤市（日语：湯沢市／ゆざわし Yuzawa shi ）是日本秋田縣的市。在古代作為秋田縣的（羽後國）南大門而得到發展。原市長（2002～2009年）鈴木俊夫是全日本5個日本共產黨員市長之一（其他四人為東京都狛江市長矢野裕、大阪府東大阪市長長尾淳三、岩手縣陸前高田市長中里長門、埼玉縣蕨市長賴高英雄）。市域面積79072平方公里，總人口50,902人。"
秋田县,鹿角市,40.2158,140.7883,鹿角市（日语：鹿角市／かづのし Kazuno shi ）為秋田縣北部的市。古名「上津野」。
秋田县,由利本莊市,39.3858,140.0489,"由利本莊市（日语：由利本荘市／ゆりほんじょうし Yurihonjō shi ）為日本秋田縣南部面向日本海的市。2005年3月22日，本莊市與由利郡7町（矢島町、岩城町、由利町、西目町、鳥海町、東由利町、大內町）合併而成。市域面積1,20904平方公里，總人口89,059人。"
秋田县,潟上市,39.8833,139.9889,"潟上市（日语：潟上市／かたがみし Katagami shi ）為秋田市西北部、男鹿市東南方的市。該市人口呈增加趨勢，在人口負成長的秋田縣內屬少數的幾個案例。八郎潟位于該市。市域面積9796平方公里，總人口35,908人。"
秋田县,大仙市,39.4531,140.4756,"大仙市（日语：大仙市／だいせんし Daisen shi ）是一座位于秋田縣東南部的城市。設立于2005年3月22日，是由大曲市、仙北郡神岡町、西仙北町、中仙町、協和町、南外村、仙北町、太田町合併而誕生的新城市。市區面積86667平公里，總人口94,513人。日本动漫作品蜡笔小新中小新的父亲野原广志出生在原秋田县的大曲市，在动画中也多次出现该地的场景。"
秋田县,仁賀保市,39.2031,139.9078,"仁賀保市（日语：にかほ市／にかほし Nikaho shi ）是秋田縣西南部的市，也是該縣唯一以平假名命名的市。誕生于2005年10月1日，由由利郡仁賀保町、金浦町、象潟町合併而成。加上2005年3月由利本莊市的誕生，由利郡自此不再存在。市域面積24061平方公里，總人口27,245人。"
山形县,米泽市,37.9167,140.1167,米澤市（日语：米沢市／よねざわし Yonezawa shi ）為東北地方南部、山形縣東南部的都市。置賜地方的中心都市，置賜綜合支廳的所在地。旧為南置賜郡及東置賜郡。
山形县,鹤冈市,38.7217,139.8217,鶴岡市（日语：鶴岡市／つるおかし Tsuruoka shi ）位於日本山形縣南部，瀕臨日本海。該市成立於1924年10月1日，為日本第100個城市。鶴岡市的人口位居山形縣的第二位，僅次於山形市。
山形县,酒田市,38.9144,139.8364,酒田市（日语：酒田市／さかたし Sakata shi ）為山形縣西北部的市，人口數位居縣內第三位。為庄內地方北部的中心都市，也是山形縣內重要的港灣城市。
山形县,新庄市,38.7647,140.3019,新庄市（日语：新庄市／しんじょうし Shinjō shi ），是位於日本山形縣東北的市。成立於1949年4月1日。
山形县,寒河江市,38.3811,140.2761,寒河江市（日语：寒河江市／さがえし Sagae shi ）是位于山形縣中部的一個人口約4万3千人的市。與周邊自治体并為櫻桃產地。
山形县,上山市,38.1497,140.2678,上山市（日语：上山市／かみのやまし Kaminoyama shi ）是位于山形縣東南部的一個人口約3万5千人的市。
山形县,长井市,38.1078,140.0406,長井市（日语：長井市／ながいし Nagai shi ）是位于山形縣南部的一個人口約3万人的市。
山形县,天童市,38.3622,140.3783,天童市（日语：天童市／てんどうし Tendō shi ）為一位于山形縣東部的市。以将棋駒（日语：將棋駒）和溫泉聞名。近年來發展成為山形市的臥城。
山形县,東根市,38.4314,140.3911,東根市（日语：東根市／ひがしねし Higashine shi ）是位于山形縣中部的一個人口約4万6千人的市。是日本櫻桃產量最高的地區，代表品種為佐藤錦。
山形县,尾花澤市,38.6008,140.4058,尾花澤市（日语：尾花沢市／おばなざわし Obanazawa shi ）是位于山形縣東北，人口約2万人的市。是尾花澤牛與西瓜的產地
山形县,南阳市 (日本),38.0553,140.1483,南阳市（日语：南陽市／なんようし Nanyō shi ）是位於日本本州岛东北部的山形县的城市，位于置赐盆地的北部。
福岛县,會津若松市,37.4947,139.9297,會津若松市（日语：会津若松市／あいづわかまつし Aizuwakamatsu shi ）是日本福島縣西部（會津地方）的都市，也是會津地方的中心城市。在江戶時代這里是会津藩的城下町。由于在二戰中免于盟軍空襲等因素，這裡遺留了不少古蹟，成為了豐富的觀光資源。也因為是日本自古以來的兵家必爭之地，因此被稱為「武士之鄉」，目前以會津若松市為中心的會津若松都市圈的人口約有19萬人。
福岛县,福岛市,37.7608,140.4733,福島市（日语：福島市／ふくしまし Fukushima shi ）是日本東北地方福島縣中北部的一個城市，福島縣縣廳所在地。福島市內人口位于縣內第三位，僅次于磐城市和郡山市。以福島市為中心的福島都市圈人口有41萬，僅次于郡山都市圈位居縣內第二位（東北地方内6位）。
福岛县,白河市,37.1264,140.2108,白河市（日语：白河市／しらかわし Shirakawa shi ）為東北地方南部，福島縣中通南部的都市。
福岛县,须贺川市,37.2867,140.3728,須賀川市（日语：須賀川市／すかがわし Sukagawa shi ）是位于福島縣中部的一市。
福岛县,喜多方市,37.6511,139.8747,喜多方市（日语：喜多方市／きたかたし Kitakata shi ）是日本福島縣会津地方北部的一市。以喜多方拉面而聞名。
福岛县,相马市,37.7967,140.9197,相馬市（日语：相馬市／そうまし Sōma shi ）是東北地方南部，福島縣濱通北部，面向太平洋的一市。旧為宇多郡。
福岛县,二本松市,37.5847,140.4314,二本松市（日语：二本松市／にほんまつし Nihonmatsu shi ）是位于福島縣北部的一市。
福岛县,田村市,37.4414,140.5692,田村市（日语：田村市／たむらし Tamura shi ）是位于日本福島縣中部的一市。
福岛县,南相馬市,37.6422,140.9572,南相馬市（日语：南相馬市／みなみそうまし Minamisōma shi ）是福島縣濱通地方北部的市。
福岛县,伊達市 (福島縣),37.8189,140.5631,伊達市（日语：伊達市／だてし Date shi ）是福島縣北部的一個城市。設立于2006年1月1日，由伊達郡的伊達町、梁川町、保原町、靈山町、月舘町合併而成。
福岛县,本宮市,37.5133,140.3939,本宮市（日语：本宮市／もとみやし Motomiya shi ）是位于福島縣中通中部的市。設立于2007年1月1日，由安達郡本宮町與白澤村合併而成。是福島縣面積最小，人口也最少的市。
茨城县,石冈市,33333333,140.2833,石岡市（日语：石岡市／いしおかし Ishioka shi ）是位於日本關東地方北部、茨城縣南部的一市。是常陸國的國府所在地。
茨城县,結城市,36.3053,139.8775,結城市（日语：結城市／ゆうきし Yūki shi ）是位於茨城縣西部的一市。
茨城县,筑西市,36.3072,139.9831,W
茨城县,下妻市,36.1844,139.9675,下妻市（日语：下妻市／しもつまし Shimotsuma shi ）是位於茨城縣西部的一市。
茨城县,常陸太田市,36.5383,140.5311,常陸太田市（日语：常陸太田市／ひたちおおたし Hitachiōta shi ）是位於茨城縣東北部的一個人口約6萬人的市。
茨城县,高萩市,36.7136,140.7097,高萩市（日语：高萩市／たかはぎし Takahagi shi ）是位於茨城縣東北部的一市。
茨城县,北茨城市,36.8019,140.7511,北茨城市（日语：北茨城市／きたいばらきし Kitaibaraki shi ）是位於關東北部，茨城縣東北端的一市。
茨城县,常總市,36.0236,139.9939,常總市（日语：常総市／じょうそうし Jōsō shi ）是位於茨城縣西南部的一市。設立於2006年1月1日，由水海道市與石下町編入合併誕生，同時改名。
茨城县,笠间市,﻿36.345,140.3042,笠間市（日语：笠間市／かさまし Kasama shi ）是位於關東地方東北部，茨城縣中部的一個城市。是由舊笠間市、友部町、岩間町在2006年3月19日合併而成。近年來以笠間焼聞名，每年春秋兩季進行的陶器市集吸引了許多觀光客。
茨城县,取手市,35.9114,140.0503,取手市（日语：取手市／とりでし Torite shi ）是位於日本茨城縣南端的市。轄內的小堀地區為茨城縣位於利根川右岸的僅有的2個地區之一（另一個為猿島郡五霞町全體）。
茨城县,坂東市,36.0483,139.8889,坂東市（日语：坂東市／ばんどうし Bandō shi ）是位於茨城縣西南部的一市。2005年3月22日，岩井市與猿島郡猿島町合併成為坂東市。
茨城县,筑波市,36.0333,140.0667,"筑波市（日语：つくば市／つくばし Tsukuba shi ）是位於日本茨城縣南部的都市，以坐落於此的筑波科學城（筑波研究學園都市）為人熟知，集中了筑波大学、产业技术综合研究所（日语：産業技術総合研究所）、國土地理院等多個學術與研究機構。目前亦獲日本政府指定為業務核都市與國際會議觀光都市（日语：国際会議観光都市）。截止至2016年7月1日的统计数据，筑波市人口达到229,610人，共99,738户，人口密度为809人平方公里；全市面积为28372平方公里。"
茨城县,常陸那珂市,36.3964,140.5344,常陸那珂市（日语：ひたちなか市／ひたちなかし Hitachinaka shi ）是日本茨城縣下轄的一個市。設立於1994年11月1日，由勝田市與那珂湊市合併誕生。
茨城县,鹿嶋市,35.9658,140.645,鹿嶋市（日语：鹿嶋市／かしまし Kashima shi ）是位於关東地方東部，茨城縣東南部的一市。原來的郡名為「鹿島郡」，但为与佐贺县的鹿岛市区分，使用了「島」的异体字「嶋」。日本職業足球聯賽球隊鹿島鹿角的主球場茨城縣立鹿嶋足球場即位於市內。
茨城县,潮来市,35.9472,140.5553,潮來市（日语：潮来市／いたこし Itako shi ）是日本茨城縣下屬的行政區劃，位於該縣東南部，也是一個被湖泊與河流所包圍的水城。
茨城县,守谷市,35.9514,139.9756,守谷市（日语：守谷市／もりやし Moriya shi ）是茨城縣南部的一個住宅都市。
茨城县,常陸大宮市,36.5517,140.4119,常陸大宮市（日语：常陸大宮市／ひたちおおみやし Hitachiōmiya shi ）是茨城縣西北部的一市。2004年10月16日設立，由那珂郡大宮町將那珂郡山方町、美和村、緒川村、東茨城郡御前山村4町村編入合併誕生。
茨城县,那珂市,36.4575,140.4867,那珂市（日语：那珂市／なかし Naka shi ）是位于茨城縣北部的一市。設立于2005年（平成17年）1月21日，由那珂郡那珂町及同郡瓜連町編入合併，市制施行成立。
茨城县,稻敷市,35.9567,140.3239,稻敷市（日语：稲敷市／いなしきし Inashiki shi ）是茨城縣南的一市，以祇園祭而聞名。
